Region/Country/Area,Region,Year,Series,Value
414,Kuwait,2005,Gross enrollment ratio - Secondary (female),114.7278
414,Kuwait,2010,Students enrolled in primary education (thousands),213.733
414,Kuwait,2010,Gross enrollment ratio - Primary (male),103.2454
414,Kuwait,2010,Gross enrollment ratio - Primary (female),101.207
414,Kuwait,2010,Students enrolled in secondary education (thousands),263.554
414,Kuwait,2010,Gross enrollment ratio - Secondary (male),97.0229
414,Kuwait,2010,Gross enrollment ratio - Secondary (female),98.7652
414,Kuwait,2014,Students enrolled in primary education (thousands),252.585
414,Kuwait,2014,Gross enrollment ratio - Primary (male),102.7163
414,Kuwait,2014,Gross enrollment ratio - Primary (female),104.9172
414,Kuwait,2014,Students enrolled in secondary education (thousands),283.077
414,Kuwait,2014,Gross enrollment ratio - Secondary (male),91.5738
414,Kuwait,2014,Gross enrollment ratio - Secondary (female),96.3426
414,Kuwait,2014,Students enrolled in tertiary education (thousands),105.856
414,Kuwait,2014,Gross enrollment ratio - Tertiary (male),35.393
414,Kuwait,2014,Gross enrollment ratio - Tertiary (female),68.9384
414,Kuwait,2015,Students enrolled in primary education (thousands),264.185
414,Kuwait,2015,Gross enrollment ratio - Primary (male),101.0212
414,Kuwait,2015,Gross enrollment ratio - Primary (female),104.275
414,Kuwait,2015,Students enrolled in secondary education (thousands),302.047
414,Kuwait,2015,Gross enrollment ratio - Secondary (male),94.9217
414,Kuwait,2015,Gross enrollment ratio - Secondary (female),100.9556
414,Kuwait,2015,Students enrolled in tertiary education (thousands),112.582
414,Kuwait,2015,Gross enrollment ratio - Tertiary (male),36.9036
414,Kuwait,2015,Gross enrollment ratio - Tertiary (female),76.5012
414,Kuwait,2018,Students enrolled in primary education (thousands),279.956
414,Kuwait,2018,Gross enrollment ratio - Primary (male),88.1359
414,Kuwait,2018,Gross enrollment ratio - Primary (female),97.2154
414,Kuwait,2018,Students enrolled in tertiary education (thousands),116.336
414,Kuwait,2018,Gross enrollment ratio - Tertiary (male),35.8257
414,Kuwait,2018,Gross enrollment ratio - Tertiary (female),76.1371
417,Kyrgyzstan,2005,Students enrolled in primary education (thousands),434.155
417,Kyrgyzstan,2005,Gross enrollment ratio - Primary (male),99.6289
417,Kyrgyzstan,2005,Gross enrollment ratio - Primary (female),98.048
417,Kyrgyzstan,2005,Students enrolled in secondary education (thousands),721.205
417,Kyrgyzstan,2005,Gross enrollment ratio - Secondary (male),86.4343
417,Kyrgyzstan,2005,Gross enrollment ratio - Secondary (female),86.7348
417,Kyrgyzstan,2005,Students enrolled in tertiary education (thousands),220.46
417,Kyrgyzstan,2005,Gross enrollment ratio - Tertiary (male),37.766
417,Kyrgyzstan,2005,Gross enrollment ratio - Tertiary (female),47.485
417,Kyrgyzstan,2010,Students enrolled in primary education (thousands),390.711
417,Kyrgyzstan,2010,Gross enrollment ratio - Primary (male),99.8439
417,Kyrgyzstan,2010,Gross enrollment ratio - Primary (female),99.0621
417,Kyrgyzstan,2010,Students enrolled in secondary education (thousands),693.521
417,Kyrgyzstan,2010,Gross enrollment ratio - Secondary (male),87.7192
417,Kyrgyzstan,2010,Gross enrollment ratio - Secondary (female),87.4323
417,Kyrgyzstan,2010,Students enrolled in tertiary education (thousands),260.583
417,Kyrgyzstan,2010,Gross enrollment ratio - Tertiary (male),36.6066
417,Kyrgyzstan,2010,Gross enrollment ratio - Tertiary (female),47.7547
417,Kyrgyzstan,2014,Students enrolled in primary education (thousands),434.642
417,Kyrgyzstan,2014,Gross enrollment ratio - Primary (male),106.3108
417,Kyrgyzstan,2014,Gross enrollment ratio - Primary (female),105.3047
417,Kyrgyzstan,2014,Students enrolled in secondary education (thousands),650.516
417,Kyrgyzstan,2014,Gross enrollment ratio - Secondary (male),90.5325
417,Kyrgyzstan,2014,Gross enrollment ratio - Secondary (female),91.1842
417,Kyrgyzstan,2014,Students enrolled in tertiary education (thousands),267.92
417,Kyrgyzstan,2014,Gross enrollment ratio - Tertiary (male),39.9023
417,Kyrgyzstan,2014,Gross enrollment ratio - Tertiary (female),52.0338
417,Kyrgyzstan,2015,Students enrolled in primary education (thousands),451.212
417,Kyrgyzstan,2015,Gross enrollment ratio - Primary (male),105.7884
417,Kyrgyzstan,2015,Gross enrollment ratio - Primary (female),105.0167
417,Kyrgyzstan,2015,Students enrolled in secondary education (thousands),643.407
417,Kyrgyzstan,2015,Gross enrollment ratio - Secondary (male),90.462
417,Kyrgyzstan,2015,Gross enrollment ratio - Secondary (female),91.7016
417,Kyrgyzstan,2015,Students enrolled in tertiary education (thousands),265.382
417,Kyrgyzstan,2015,Gross enrollment ratio - Tertiary (male),40.5837
417,Kyrgyzstan,2015,Gross enrollment ratio - Tertiary (female),52.9846
417,Kyrgyzstan,2018,Students enrolled in primary education (thousands),528.627
417,Kyrgyzstan,2018,Gross enrollment ratio - Primary (male),107.9099
417,Kyrgyzstan,2018,Gross enrollment ratio - Primary (female),107.2064
417,Kyrgyzstan,2018,Students enrolled in secondary education (thousands),675.2
417,Kyrgyzstan,2018,Gross enrollment ratio - Secondary (male),95.0626
417,Kyrgyzstan,2018,Gross enrollment ratio - Secondary (female),95.0468
417,Kyrgyzstan,2018,Students enrolled in tertiary education (thousands),217.693
417,Kyrgyzstan,2018,Gross enrollment ratio - Tertiary (male),36.0066
417,Kyrgyzstan,2018,Gross enrollment ratio - Tertiary (female),46.7354
418,Lao People's Dem. Rep.,2005,Students enrolled in primary education (thousands),890.821
418,Lao People's Dem. Rep.,2005,Gross enrollment ratio - Primary (male),120.1979
418,Lao People's Dem. Rep.,2005,Gross enrollment ratio - Primary (female),104.3823
418,Lao People's Dem. Rep.,2005,Students enrolled in secondary education (thousands),393.856
418,Lao People's Dem. Rep.,2005,Gross enrollment ratio - Secondary (male),49.7698
418,Lao People's Dem. Rep.,2005,Gross enrollment ratio - Secondary (female),37.3984
418,Lao People's Dem. Rep.,2005,Students enrolled in tertiary education (thousands),47.424
418,Lao People's Dem. Rep.,2005,Gross enrollment ratio - Tertiary (male),9.1523
418,Lao People's Dem. Rep.,2005,Gross enrollment ratio - Tertiary (female),6.4469
418,Lao People's Dem. Rep.,2010,Students enrolled in primary education (thousands),916.341
418,Lao People's Dem. Rep.,2010,Gross enrollment ratio - Primary (male),128.8824
418,Lao People's Dem. Rep.,2010,Gross enrollment ratio - Primary (female),117.8528
418,Lao People's Dem. Rep.,2010,Students enrolled in secondary education (thousands),434.717
418,Lao People's Dem. Rep.,2010,Gross enrollment ratio - Secondary (male),51.5336
418,Lao People's Dem. Rep.,2010,Gross enrollment ratio - Secondary (female),42.307
418,Lao People's Dem. Rep.,2010,Students enrolled in tertiary education (thousands),118.295
418,Lao People's Dem. Rep.,2010,Gross enrollment ratio - Tertiary (male),18.8877
418,Lao People's Dem. Rep.,2010,Gross enrollment ratio - Tertiary (female),14.3784
418,Lao People's Dem. Rep.,2014,Students enrolled in primary education (thousands),870.893
418,Lao People's Dem. Rep.,2014,Gross enrollment ratio - Primary (male),121.265
418,Lao People's Dem. Rep.,2014,Gross enrollment ratio - Primary (female),114.7831
418,Lao People's Dem. Rep.,2014,Students enrolled in secondary education (thousands),600.747
418,Lao People's Dem. Rep.,2014,Gross enrollment ratio - Secondary (male),61.8276
418,Lao People's Dem. Rep.,2014,Gross enrollment ratio - Secondary (female),55.9434
418,Lao People's Dem. Rep.,2014,Students enrolled in tertiary education (thousands),132.435
418,Lao People's Dem. Rep.,2014,Gross enrollment ratio - Tertiary (male),19.0834
418,Lao People's Dem. Rep.,2014,Gross enrollment ratio - Tertiary (female),17.653
418,Lao People's Dem. Rep.,2015,Students enrolled in primary education (thousands),850.466
418,Lao People's Dem. Rep.,2015,Gross enrollment ratio - Primary (male),116.5835
418,Lao People's Dem. Rep.,2015,Gross enrollment ratio - Primary (female),111.2595
418,Lao People's Dem. Rep.,2015,Students enrolled in secondary education (thousands),640.231
418,Lao People's Dem. Rep.,2015,Gross enrollment ratio - Secondary (male),66.1024
418,Lao People's Dem. Rep.,2015,Gross enrollment ratio - Secondary (female),60.6851
418,Lao People's Dem. Rep.,2015,Students enrolled in tertiary education (thousands),130.191
418,Lao People's Dem. Rep.,2015,Gross enrollment ratio - Tertiary (male),18.6578
418,Lao People's Dem. Rep.,2015,Gross enrollment ratio - Tertiary (female),17.6656
418,Lao People's Dem. Rep.,2018,Students enrolled in primary education (thousands),786.246
418,Lao People's Dem. Rep.,2018,Gross enrollment ratio - Primary (male),104.2919
418,Lao People's Dem. Rep.,2018,Gross enrollment ratio - Primary (female),100.3573
418,Lao People's Dem. Rep.,2018,Students enrolled in secondary education (thousands),678.129
418,Lao People's Dem. Rep.,2018,Gross enrollment ratio - Secondary (male),69.6348
418,Lao People's Dem. Rep.,2018,Gross enrollment ratio - Secondary (female),65.0222
418,Lao People's Dem. Rep.,2018,Students enrolled in tertiary education (thousands),105.439
418,Lao People's Dem. Rep.,2018,Gross enrollment ratio - Tertiary (male),14.4255
418,Lao People's Dem. Rep.,2018,Gross enrollment ratio - Tertiary (female),15.5176
428,Latvia,2005,Students enrolled in primary education (thousands),84.369
428,Latvia,2005,Gross enrollment ratio - Primary (male),106.0629
428,Latvia,2005,Gross enrollment ratio - Primary (female),103.5472
428,Latvia,2005,Students enrolled in secondary education (thousands),271.631
428,Latvia,2005,Gross enrollment ratio - Secondary (male),102.9515
428,Latvia,2005,Gross enrollment ratio - Secondary (female),102.4117
428,Latvia,2005,Students enrolled in tertiary education (thousands),130.706
428,Latvia,2005,Gross enrollment ratio - Tertiary (male),54.4265
428,Latvia,2005,Gross enrollment ratio - Tertiary (female),97.2924
428,Latvia,2010,Students enrolled in primary education (thousands),113.691
428,Latvia,2010,Gross enrollment ratio - Primary (male),103.9329
428,Latvia,2010,Gross enrollment ratio - Primary (female),101.9425
428,Latvia,2010,Students enrolled in secondary education (thousands),147.375
428,Latvia,2010,Gross enrollment ratio - Secondary (male),103.4977
428,Latvia,2010,Gross enrollment ratio - Secondary (female),102.115
428,Latvia,2010,Students enrolled in tertiary education (thousands),112.567
428,Latvia,2010,Gross enrollment ratio - Tertiary (male),50.4342
428,Latvia,2010,Gross enrollment ratio - Tertiary (female),88.4325
428,Latvia,2014,Students enrolled in primary education (thousands),114.623
428,Latvia,2014,Gross enrollment ratio - Primary (male),99.9032
428,Latvia,2014,Gross enrollment ratio - Primary (female),99.7337
428,Latvia,2014,Students enrolled in secondary education (thousands),121.58
428,Latvia,2014,Gross enrollment ratio - Secondary (male),115.1292
428,Latvia,2014,Gross enrollment ratio - Secondary (female),112.1997
428,Latvia,2014,Students enrolled in tertiary education (thousands),89.671
428,Latvia,2014,Gross enrollment ratio - Tertiary (male),58.6705
428,Latvia,2014,Gross enrollment ratio - Tertiary (female),83.7771
428,Latvia,2015,Students enrolled in primary education (thousands),117.303
428,Latvia,2015,Gross enrollment ratio - Primary (male),99.3578
428,Latvia,2015,Gross enrollment ratio - Primary (female),99.4308
428,Latvia,2015,Students enrolled in secondary education (thousands),117.761
428,Latvia,2015,Gross enrollment ratio - Secondary (male),113.4825
428,Latvia,2015,Gross enrollment ratio - Secondary (female),111.1742
428,Latvia,2015,Students enrolled in tertiary education (thousands),85.881
428,Latvia,2015,Gross enrollment ratio - Tertiary (male),58.4065
428,Latvia,2015,Gross enrollment ratio - Tertiary (female),91.1336
428,Latvia,2017,Students enrolled in primary education (thousands),121.506
428,Latvia,2017,Gross enrollment ratio - Primary (male),99.2741
428,Latvia,2017,Gross enrollment ratio - Primary (female),99.466
428,Latvia,2017,Students enrolled in secondary education (thousands),117.36
428,Latvia,2017,Gross enrollment ratio - Secondary (male),111.2582
428,Latvia,2017,Gross enrollment ratio - Secondary (female),110.1625
428,Latvia,2017,Students enrolled in tertiary education (thousands),82.914
428,Latvia,2017,Gross enrollment ratio - Tertiary (male),72.0232
428,Latvia,2017,Gross enrollment ratio - Tertiary (female),105.059
422,Lebanon,2005,Students enrolled in primary education (thousands),475.798
422,Lebanon,2005,Students enrolled in secondary education (thousands),377.89
422,Lebanon,2005,Students enrolled in tertiary education (thousands),165.73
422,Lebanon,2010,Students enrolled in primary education (thousands),461.719
422,Lebanon,2010,Students enrolled in secondary education (thousands),383.226
422,Lebanon,2010,Students enrolled in tertiary education (thousands),202.345
422,Lebanon,2014,Students enrolled in primary education (thousands),480.923
422,Lebanon,2014,Students enrolled in secondary education (thousands),370.359
422,Lebanon,2014,Students enrolled in tertiary education (thousands),228.954
422,Lebanon,2015,Students enrolled in primary education (thousands),491.455
422,Lebanon,2015,Students enrolled in secondary education (thousands),382.427
422,Lebanon,2015,Students enrolled in tertiary education (thousands),216.468
422,Lebanon,2018,Students enrolled in primary education (thousands),509.28
422,Lebanon,2018,Students enrolled in secondary education (thousands),402.502
422,Lebanon,2018,Students enrolled in tertiary education (thousands),231.215
426,Lesotho,2005,Students enrolled in primary education (thousands),422.278
426,Lesotho,2005,Gross enrollment ratio - Primary (male),127.8351
426,Lesotho,2005,Gross enrollment ratio - Primary (female),126.2727
426,Lesotho,2005,Students enrolled in secondary education (thousands),94.496
426,Lesotho,2005,Gross enrollment ratio - Secondary (male),34.0192
426,Lesotho,2005,Gross enrollment ratio - Secondary (female),43.0188
426,Lesotho,2005,Students enrolled in tertiary education (thousands),7.918
426,Lesotho,2005,Gross enrollment ratio - Tertiary (male),2.9523
426,Lesotho,2005,Gross enrollment ratio - Tertiary (female),3.7437
426,Lesotho,2006,Students enrolled in primary education (thousands),424.855
426,Lesotho,2006,Gross enrollment ratio - Primary (male),131.5785
426,Lesotho,2006,Gross enrollment ratio - Primary (female),129.6485
426,Lesotho,2006,Students enrolled in secondary education (thousands),96.073
426,Lesotho,2006,Gross enrollment ratio - Secondary (male),35.3053
426,Lesotho,2006,Gross enrollment ratio - Secondary (female),44.8306
426,Lesotho,2006,Students enrolled in tertiary education (thousands),8.5
426,Lesotho,2006,Gross enrollment ratio - Tertiary (male),3.273
426,Lesotho,2006,Gross enrollment ratio - Tertiary (female),3.9144
426,Lesotho,2010,Students enrolled in primary education (thousands),388.681
426,Lesotho,2010,Gross enrollment ratio - Primary (male),127.4459
426,Lesotho,2010,Gross enrollment ratio - Primary (female),122.0648
426,Lesotho,2010,Students enrolled in secondary education (thousands),125.823
426,Lesotho,2010,Gross enrollment ratio - Secondary (male),47.1128
426,Lesotho,2010,Gross enrollment ratio - Secondary (female),65.4068
426,Lesotho,2014,Students enrolled in primary education (thousands),366.048
426,Lesotho,2014,Gross enrollment ratio - Primary (male),119.1457
426,Lesotho,2014,Gross enrollment ratio - Primary (female),114.0379
426,Lesotho,2014,Students enrolled in secondary education (thousands),130.836
426,Lesotho,2014,Gross enrollment ratio - Secondary (male),51.1558
426,Lesotho,2014,Gross enrollment ratio - Secondary (female),69.3635
426,Lesotho,2014,Students enrolled in tertiary education (thousands),23.545
426,Lesotho,2014,Gross enrollment ratio - Tertiary (male),9.0643
426,Lesotho,2014,Gross enrollment ratio - Tertiary (female),12.8761
426,Lesotho,2015,Students enrolled in primary education (thousands),361.637
426,Lesotho,2015,Gross enrollment ratio - Primary (male),119.6296
426,Lesotho,2015,Gross enrollment ratio - Primary (female),113.6629
426,Lesotho,2015,Students enrolled in secondary education (thousands),133.434
426,Lesotho,2015,Gross enrollment ratio - Secondary (male),51.7821
426,Lesotho,2015,Gross enrollment ratio - Secondary (female),69.6569
426,Lesotho,2015,Students enrolled in tertiary education (thousands),21.664
426,Lesotho,2015,Gross enrollment ratio - Tertiary (male),8.1519
426,Lesotho,2015,Gross enrollment ratio - Tertiary (female),12.2368
426,Lesotho,2017,Students enrolled in primary education (thousands),367.931
426,Lesotho,2017,Gross enrollment ratio - Primary (male),124.0541
426,Lesotho,2017,Gross enrollment ratio - Primary (female),117.7633
426,Lesotho,2017,Students enrolled in secondary education (thousands),136.497
426,Lesotho,2017,Gross enrollment ratio - Secondary (male),52.7955
426,Lesotho,2017,Gross enrollment ratio - Secondary (female),71.2565
426,Lesotho,2017,Students enrolled in tertiary education (thousands),22.572
426,Lesotho,2017,Gross enrollment ratio - Tertiary (male),8.2274
426,Lesotho,2017,Gross enrollment ratio - Tertiary (female),13.3351
426,Lesotho,2018,Students enrolled in tertiary education (thousands),21.586
426,Lesotho,2018,Gross enrollment ratio - Tertiary (male),8.018
426,Lesotho,2018,Gross enrollment ratio - Tertiary (female),12.3976
430,Liberia,2000,Students enrolled in primary education (thousands),496.253
430,Liberia,2000,Gross enrollment ratio - Primary (male),133.6978
430,Liberia,2000,Gross enrollment ratio - Primary (female),98.542
430,Liberia,2000,Students enrolled in secondary education (thousands),135.509
430,Liberia,2000,Gross enrollment ratio - Secondary (male),41.4437
430,Liberia,2000,Gross enrollment ratio - Secondary (female),30.2991
430,Liberia,2000,Students enrolled in tertiary education (thousands),52.251
430,Liberia,2000,Gross enrollment ratio - Tertiary (male),25.193
430,Liberia,2000,Gross enrollment ratio - Tertiary (female),14.0099
430,Liberia,2009,Students enrolled in primary education (thousands),605.236
430,Liberia,2009,Gross enrollment ratio - Primary (male),108.0295
430,Liberia,2009,Gross enrollment ratio - Primary (female),96.5309
430,Liberia,2010,Students enrolled in tertiary education (thousands),33.47
430,Liberia,2010,Gross enrollment ratio - Tertiary (male),12.4372
430,Liberia,2010,Gross enrollment ratio - Tertiary (female),6.5783
430,Liberia,2012,Students enrolled in tertiary education (thousands),43.883
430,Liberia,2012,Gross enrollment ratio - Tertiary (male),14.6524
430,Liberia,2012,Gross enrollment ratio - Tertiary (female),9.1519
430,Liberia,2014,Students enrolled in primary education (thousands),683.977
430,Liberia,2014,Gross enrollment ratio - Primary (male),101.6297
430,Liberia,2014,Gross enrollment ratio - Primary (female),93.0652
430,Liberia,2014,Students enrolled in secondary education (thousands),222.857
430,Liberia,2014,Gross enrollment ratio - Secondary (male),43.454
430,Liberia,2014,Gross enrollment ratio - Secondary (female),33.5757
430,Liberia,2015,Students enrolled in primary education (thousands),684.404
430,Liberia,2015,Gross enrollment ratio - Primary (male),100.2838
430,Liberia,2015,Gross enrollment ratio - Primary (female),90.2021
430,Liberia,2015,Students enrolled in secondary education (thousands),226.832
430,Liberia,2015,Gross enrollment ratio - Secondary (male),42.7718
430,Liberia,2015,Gross enrollment ratio - Secondary (female),32.9086
430,Liberia,2017,Students enrolled in primary education (thousands),635.478
430,Liberia,2017,Gross enrollment ratio - Primary (male),85.4916
430,Liberia,2017,Gross enrollment ratio - Primary (female),84.7126
434,Libya,2003,Students enrolled in primary education (thousands),739.028
434,Libya,2003,Gross enrollment ratio - Primary (male),104.8106
434,Libya,2003,Gross enrollment ratio - Primary (female),101.6135
434,Libya,2003,Students enrolled in secondary education (thousands),797.992
434,Libya,2003,Gross enrollment ratio - Secondary (male),100.6673
434,Libya,2003,Gross enrollment ratio - Secondary (female),107.2298
434,Libya,2003,Students enrolled in tertiary education (thousands),375.028
434,Libya,2003,Gross enrollment ratio - Tertiary (male),57.4972
434,Libya,2003,Gross enrollment ratio - Tertiary (female),63.6385
434,Libya,2005,Students enrolled in primary education (thousands),713.902
434,Libya,2005,Gross enrollment ratio - Primary (male),102.698
434,Libya,2005,Gross enrollment ratio - Primary (female),101.4564
434,Libya,2005,Students enrolled in secondary education (thousands),701.536
434,Libya,2005,Gross enrollment ratio - Secondary (male),84.5203
434,Libya,2005,Gross enrollment ratio - Secondary (female),100.7372
434,Libya,2006,Students enrolled in primary education (thousands),755.338
434,Libya,2006,Gross enrollment ratio - Primary (male),111.3097
434,Libya,2006,Gross enrollment ratio - Primary (female),106.5964
434,Libya,2006,Students enrolled in secondary education (thousands),732.614
434,Libya,2006,Gross enrollment ratio - Secondary (male),90.1665
434,Libya,2006,Gross enrollment ratio - Secondary (female),105.987
438,Liechtenstein,2005,Students enrolled in primary education (thousands),2.242
438,Liechtenstein,2005,Gross enrollment ratio - Primary (male),111.5423
438,Liechtenstein,2005,Gross enrollment ratio - Primary (female),102.468
438,Liechtenstein,2005,Students enrolled in secondary education (thousands),3.142
438,Liechtenstein,2005,Gross enrollment ratio - Secondary (male),115.2497
438,Liechtenstein,2005,Gross enrollment ratio - Secondary (female),100.1397
438,Liechtenstein,2005,Students enrolled in tertiary education (thousands),0.527
438,Liechtenstein,2005,Gross enrollment ratio - Tertiary (male),35.3774
438,Liechtenstein,2005,Gross enrollment ratio - Tertiary (female),14.0221
438,Liechtenstein,2010,Students enrolled in primary education (thousands),2.067
438,Liechtenstein,2010,Gross enrollment ratio - Primary (male),108.6066
438,Liechtenstein,2010,Gross enrollment ratio - Primary (female),102.3374
438,Liechtenstein,2010,Students enrolled in secondary education (thousands),3.274
438,Liechtenstein,2010,Gross enrollment ratio - Secondary (male),117.6354
438,Liechtenstein,2010,Gross enrollment ratio - Secondary (female),100
438,Liechtenstein,2010,Students enrolled in tertiary education (thousands),0.787
438,Liechtenstein,2010,Gross enrollment ratio - Tertiary (male),44.3447
438,Liechtenstein,2010,Gross enrollment ratio - Tertiary (female),27.3576
438,Liechtenstein,2014,Students enrolled in primary education (thousands),1.929
438,Liechtenstein,2014,Gross enrollment ratio - Primary (male),103.0591
438,Liechtenstein,2014,Gross enrollment ratio - Primary (female),102.2556
438,Liechtenstein,2014,Students enrolled in secondary education (thousands),3.387
438,Liechtenstein,2014,Gross enrollment ratio - Secondary (male),127.8498
438,Liechtenstein,2014,Gross enrollment ratio - Secondary (female),103.2742
438,Liechtenstein,2014,Students enrolled in tertiary education (thousands),0.83
438,Liechtenstein,2014,Gross enrollment ratio - Tertiary (male),50.8123
438,Liechtenstein,2014,Gross enrollment ratio - Tertiary (female),24.1411
438,Liechtenstein,2015,Students enrolled in primary education (thousands),1.977
438,Liechtenstein,2015,Gross enrollment ratio - Primary (male),106.4922
438,Liechtenstein,2015,Gross enrollment ratio - Primary (female),104.8035
438,Liechtenstein,2015,Students enrolled in secondary education (thousands),3.349
438,Liechtenstein,2015,Gross enrollment ratio - Secondary (male),130.7263
438,Liechtenstein,2015,Gross enrollment ratio - Secondary (female),101.7218
438,Liechtenstein,2015,Students enrolled in tertiary education (thousands),0.75
438,Liechtenstein,2015,Gross enrollment ratio - Tertiary (male),44.8458
438,Liechtenstein,2015,Gross enrollment ratio - Tertiary (female),21.8892
438,Liechtenstein,2017,Students enrolled in primary education (thousands),2.005
438,Liechtenstein,2017,Gross enrollment ratio - Primary (male),106.3492
438,Liechtenstein,2017,Gross enrollment ratio - Primary (female),102.8666
438,Liechtenstein,2017,Students enrolled in secondary education (thousands),3.24
438,Liechtenstein,2017,Gross enrollment ratio - Secondary (male),129.0975
438,Liechtenstein,2017,Gross enrollment ratio - Secondary (female),105.0651
438,Liechtenstein,2017,Students enrolled in tertiary education (thousands),0.799
438,Liechtenstein,2017,Gross enrollment ratio - Tertiary (male),43.6348
438,Liechtenstein,2017,Gross enrollment ratio - Tertiary (female),27.3551
440,Lithuania,2005,Students enrolled in primary education (thousands),158.105
440,Lithuania,2005,Gross enrollment ratio - Primary (male),103.2481
440,Lithuania,2005,Gross enrollment ratio - Primary (female),102.421
440,Lithuania,2005,Students enrolled in secondary education (thousands),423.706
440,Lithuania,2005,Gross enrollment ratio - Secondary (male),104.8151
440,Lithuania,2005,Gross enrollment ratio - Secondary (female),104.1658
440,Lithuania,2005,Students enrolled in tertiary education (thousands),195.405
440,Lithuania,2005,Gross enrollment ratio - Tertiary (male),62.5167
440,Lithuania,2005,Gross enrollment ratio - Tertiary (female),97.5386
440,Lithuania,2010,Students enrolled in primary education (thousands),122.458
440,Lithuania,2010,Gross enrollment ratio - Primary (male),100.981
440,Lithuania,2010,Gross enrollment ratio - Primary (female),99.8295
440,Lithuania,2010,Students enrolled in secondary education (thousands),342.905
440,Lithuania,2010,Gross enrollment ratio - Secondary (male),105.9713
440,Lithuania,2010,Gross enrollment ratio - Secondary (female),104.1204
440,Lithuania,2010,Students enrolled in tertiary education (thousands),201.373
440,Lithuania,2010,Gross enrollment ratio - Tertiary (male),69.1593
440,Lithuania,2010,Gross enrollment ratio - Tertiary (female),104.5516
440,Lithuania,2014,Students enrolled in primary education (thousands),108.115
440,Lithuania,2014,Gross enrollment ratio - Primary (male),101.7093
440,Lithuania,2014,Gross enrollment ratio - Primary (female),101.4357
440,Lithuania,2014,Students enrolled in secondary education (thousands),277.349
440,Lithuania,2014,Gross enrollment ratio - Secondary (male),110.3968
440,Lithuania,2014,Gross enrollment ratio - Secondary (female),105.8468
440,Lithuania,2014,Students enrolled in tertiary education (thousands),148.389
440,Lithuania,2014,Gross enrollment ratio - Tertiary (male),57.3866
440,Lithuania,2014,Gross enrollment ratio - Tertiary (female),84.1832
440,Lithuania,2015,Students enrolled in primary education (thousands),108.038
440,Lithuania,2015,Gross enrollment ratio - Primary (male),102.2269
440,Lithuania,2015,Gross enrollment ratio - Primary (female),101.946
440,Lithuania,2015,Students enrolled in secondary education (thousands),263.242
440,Lithuania,2015,Gross enrollment ratio - Secondary (male),109.8386
440,Lithuania,2015,Gross enrollment ratio - Secondary (female),105.3827
440,Lithuania,2015,Students enrolled in tertiary education (thousands),140.629
440,Lithuania,2015,Gross enrollment ratio - Tertiary (male),57.5259
440,Lithuania,2015,Gross enrollment ratio - Tertiary (female),82.6766
440,Lithuania,2017,Students enrolled in primary education (thousands),113.881
440,Lithuania,2017,Gross enrollment ratio - Primary (male),103.8887
440,Lithuania,2017,Gross enrollment ratio - Primary (female),103.8602
440,Lithuania,2017,Students enrolled in secondary education (thousands),242.64
440,Lithuania,2017,Gross enrollment ratio - Secondary (male),110.6364
440,Lithuania,2017,Gross enrollment ratio - Secondary (female),106.0409
440,Lithuania,2017,Students enrolled in tertiary education (thousands),125.863
440,Lithuania,2017,Gross enrollment ratio - Tertiary (male),61.4016
440,Lithuania,2017,Gross enrollment ratio - Tertiary (female),84.001
442,Luxembourg,2003,Students enrolled in primary education (thousands),34.081
442,Luxembourg,2003,Gross enrollment ratio - Primary (male),99.5218
442,Luxembourg,2003,Gross enrollment ratio - Primary (female),99.2942
442,Luxembourg,2003,Students enrolled in secondary education (thousands),34.716
442,Luxembourg,2003,Gross enrollment ratio - Secondary (male),93.6369
442,Luxembourg,2003,Gross enrollment ratio - Secondary (female),98.6928
442,Luxembourg,2003,Students enrolled in tertiary education (thousands),3.077
442,Luxembourg,2003,Gross enrollment ratio - Tertiary (male),11.1378
442,Luxembourg,2003,Gross enrollment ratio - Tertiary (female),13.2826
442,Luxembourg,2005,Students enrolled in primary education (thousands),35.016
442,Luxembourg,2005,Gross enrollment ratio - Primary (male),100.7357
442,Luxembourg,2005,Gross enrollment ratio - Primary (female),100.8861
442,Luxembourg,2005,Students enrolled in secondary education (thousands),35.946
442,Luxembourg,2005,Gross enrollment ratio - Secondary (male),92.8973
442,Luxembourg,2005,Gross enrollment ratio - Secondary (female),97.9194
442,Luxembourg,2010,Students enrolled in primary education (thousands),35.187
442,Luxembourg,2010,Gross enrollment ratio - Primary (male),97.0761
442,Luxembourg,2010,Gross enrollment ratio - Primary (female),98.0851
442,Luxembourg,2010,Students enrolled in secondary education (thousands),42.536
442,Luxembourg,2010,Gross enrollment ratio - Secondary (male),99.8326
442,Luxembourg,2010,Gross enrollment ratio - Secondary (female),102.8212
442,Luxembourg,2010,Students enrolled in tertiary education (thousands),5.376
442,Luxembourg,2010,Gross enrollment ratio - Tertiary (male),17.3316
442,Luxembourg,2010,Gross enrollment ratio - Tertiary (female),19.2244
442,Luxembourg,2012,Students enrolled in primary education (thousands),35.397
442,Luxembourg,2012,Gross enrollment ratio - Primary (male),97.044
442,Luxembourg,2012,Gross enrollment ratio - Primary (female),97.3151
442,Luxembourg,2012,Students enrolled in secondary education (thousands),44.237
442,Luxembourg,2012,Gross enrollment ratio - Secondary (male),98.6912
442,Luxembourg,2012,Gross enrollment ratio - Secondary (female),102.12
