Library Full Name,Library Number,Year,Ontario Library Service Region,Service Type,Mailing Address,Street Address,City/Town,Province,Postal Code,Web Site Address,No. Cardholders,English Print Titles Held,French Print Titles Held,Other Print Titles Held,Total Print Titles Held,English E-book and E-audio Titles,French E-book and E-audio Titles,Other E-book and E-audio Titles,Total E-book and E-audio Titles
"Neebing, Municipality of",L0442,2019,Ontario Library Service - North,Contracting Municipality,4766 Hwy 61 ,4766 Hwy 61 ,Neebing,Ontario,P7L0B5,www.neebing.org,0,0,0,0,0,0,0,0,0
New Credit FN,L0410,2019,Southern Ontario Library Service,First Nations Library,R.R. # 6 ,"Blue #2789, 1st line, Mississauga Road ",Hagersville,Ontario,N0A1H0,,251,808,0,0,808,0,0,0,0
New Tecumseth,L0207,2019,Southern Ontario Library Service,Public or Union Library,17 Victoria Street East P.O. Box 399 ,17 Victoria Street East P.O. Box 399 ,Alliston,Ontario,L9R1V6,www.ntpl.ca,"9,255","62,530",836,40,"63,406","13,255",146,375,"13,776"
Newmarket,L0019,2019,Southern Ontario Library Service,Public or Union Library,438 Park Avenue ,,Newmarket,Ontario,L3Y1W1,www.newmarketpl.ca,"23,115","177,407","5,621","1,599","184,627","113,706","6,889",102,"120,697"
Niagara Falls,L0222,2019,Southern Ontario Library Service,Public or Union Library,4848 Victoria Avenue ,,Niagara Falls,Ontario,L2E4C5,www.nflibrary.ca,"40,192","71,122","1,053",0,"72,175","4,797",0,0,"4,797"
Niagara-on-the-Lake,L0223,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 430 ,10 Anderson Lane ,Niagara-on-the-Lake,Ontario,L0S1J0,www.notlpubliclibrary.org,"5,214","26,855",91,0,"26,946","51,187",0,0,"51,187"
Nipigon Twp,L0225,2019,Ontario Library Service - North,Public or Union Library,52 Front Street Box 728 ,52 Front Street ,Nipigon,Ontario,P0T2J0,https://nipigon.net/residents/nipigon-public-library/,701,"13,349",0,0,"13,349","79,423",613,39,"80,075"
Nipissing FN,L0412,2019,Ontario Library Service - North,First Nations Library,36 Semo Road ,24 Semo Road ,Garden Village,Ontario,P2B3K2,www.nfn.ca,59,"4,194",3,26,"4,223",0,0,0,0
Norfolk County,L0480,2019,Southern Ontario Library Service,Public or Union Library,46 Colborne St. South ,Colborne St. S. ,Simcoe,Ontario,N3Y4H3,www.ncpl.ca,"21,339","65,510","1,801",778,"68,089","93,778","6,803",39,"100,620"
North Bay,L0227,2019,Ontario Library Service - North,Public or Union Library,271 Worthington Street East ,271 Worthington Street East ,North Bay,Ontario,P1B1H1,www.city.north-bay.on.ca/library/,"48,884","120,512","12,437",39,"132,988","79,423",613,39,"80,075"
North Grenville Twp,L0228,2019,Southern Ontario Library Service,Public or Union Library,1 Water P.O. Box 538 ,1 Water Street ,Kemptville,Ontario,K0G1J0,www.ngpl.ca,"6,806","32,087","3,028",0,"35,115","79,904",613,39,"80,556"
North Kawartha Twp,L0382,2019,Southern Ontario Library Service,Public or Union Library,175 Burleigh Street Box 335 ,175 Burleigh St. ,Apsley,Ontario,K0L1A0,www.northkawarthalibrary.com,"7,113","11,905",35,0,"11,940","79,423",613,39,"80,075"
North Perth,L0231,2019,Southern Ontario Library Service,Public or Union Library,216 Winstanley ,216 Winstanley ,Monkton,Ontario,N0K1P0,www.northperth.library.on.ca,"3,193","35,710",0,0,"35,710","37,243",194,252,"37,689"
North Shore Twp,L0215,2019,Ontario Library Service - North,Contracting Municipality,1385 Hwy. 17 P.O. Box 108 ,1385 Hwy. 17 ,Algoma Mills,Ontario,P0R1A0,www.townshipofthenorthshore.ca,0,0,0,0,0,0,0,0,0
Northeastern Manitoulin and the Islands,L0232,2019,Ontario Library Service - North,Public or Union Library,50 Meredith Street West P.O. Box 790 ,50 Meredith Street West ,Little Current On,Ontario,P0P1K0,http://www.nemilib.vianet.ca/,784,"12,669",0,0,"12,669","79,423",613,39,"80,075"
O'Connor Twp,L0248,2019,Ontario Library Service - North,Contracting Municipality,330 Hwy 595 R.R. #1 ,330 Hwy 595 ,Kakabeka Falls,Ontario,P0T1W0,www.oconnortownship.ca,0,0,0,0,0,0,0,0,0
Oakville,L0247,2019,Southern Ontario Library Service,Public or Union Library,120 Navy Street ,120 Navy Street ,Oakville,Ontario,L6J2Z4,www.opl.on.ca,"63,729","125,531","7,430","4,074","137,035","18,850",0,0,"18,850"
Ojibways of Onigaming FN,L0413,2019,Ontario Library Service - North,First Nations Library,P.O. Box 509 ,"Mikinaak Rd, 212 Mikinaak Onigaming Sch. ",Nestor Falls,Ontario,P0X1K0,www.voyageur.ca/~ojibonig/,150,"2,800",0,0,"2,800",10,0,0,10
Oliver Paipoonge,L0165,2019,Ontario Library Service - North,Public or Union Library,4569 Oliver Road P.O.Box 26 ,4569 Oliver Road ,Murillo,Ontario,P0T2G0,http://www.oliverpaipoonge.olsn.ca/,"1,660","13,302",30,0,"13,332","79,423",613,39,"80,075"
Opasatika,L0250,2019,Ontario Library Service - North,Public or Union Library,P.O. Box 100 ,6 St Antoine Street ,Opasatika,Ontario,P0L1Z0,https://sites.google.com/site/bibliothequeopasatika/,139,"1,597","8,963",0,"10,560",0,0,0,0
Orangeville,L0074,2019,Southern Ontario Library Service,Public or Union Library,1 Mill Street ,1 Mill Street ,Orangeville,Ontario,L9W2M2,www.orangeville.library.on.ca,"7,749","63,072","2,654",52,"65,778","96,828",613,39,"97,480"
Orillia,L0023,2019,Southern Ontario Library Service,Public or Union Library,36 Mississaga St W ,36 Mississaga St W ,Orillia,Ontario,L3V3A6,http://www.orilliapubliclibrary.ca,"17,026","65,452",635,69,"66,156","79,423",613,39,"80,075"
Oro-Medonte Twp,L0252,2019,Southern Ontario Library Service,Contracting Municipality,148 Line 7 South ,148 Line 7 South ,Oro-Medonte,Ontario,L0L2E0,www.oro-medonte.ca,0,0,0,0,0,0,0,0,0
Oshawa,L0253,2019,Southern Ontario Library Service,Public or Union Library,65 Bagot Street ,,Oshawa,Ontario,L1H1N2,www.oshawalibrary.on.ca,"43,186","157,818","5,505","2,117","165,440","25,958",0,0,"25,958"
Otonabee-South Monaghan Twp,L0255,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 9 ,3252 County Road 2 ,Keene,Ontario,K0L2G0,www.otosoumon.library.on.ca,"1,990","33,957",180,27,"34,164","79,423",613,39,"80,075"
Ottawa,L0481,2019,Southern Ontario Library Service,Public or Union Library,120 Metcalfe Street ,,Ottawa,Ontario,K1P5M2,www. biblioottawalibrary.ca,"308,184","290,851","70,003","56,265","417,119","65,962","6,074","5,816","77,852"
Owen Sound & North Grey Union,L0256,2019,Southern Ontario Library Service,Public or Union Library,824 First Avenue West ,,Owen Sound,Ontario,N4K4K4,www.owensound.library.on.ca,"11,457","75,017","1,338",0,"76,355","80,669",613,39,"81,321"
Oxford County,L0257,2019,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",21 Reeve St. P.O. Box 1614 ,21 Reeve St. P.O. Box 1614 ,Woodstock,Ontario,N4S7Y3,http://www.ocl.net,"16,351","74,334",592,542,"75,468","81,465",613,39,"82,117"
Papineau-Cameron Twp,L0260,2019,Ontario Library Service - North,Contracting Municipality,4861 Hwy 17 P.O. Box 630 ,4861 Hwy 17 P.O. Box 630 ,Mattawa,Ontario,P0H1V0,papineaucameron.ca,0,0,0,0,0,0,0,0,0
Parry Sound,L0095,2019,Ontario Library Service - North,Public or Union Library,29 Mary Street ,29 Mary Street ,Parry Sound,Ontario,P2A1E3,www.parrysoundlibrary.ca,"4,162","19,717",73,0,"19,790","79,423",613,39,"80,075"
Pelham,L0262,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 830 ,43 Pelham Town Square ,Fonthill,Ontario,L0S1E0,www.pelhamlibrary.on.ca,"7,699","25,386",156,0,"25,542","79,651",613,39,"80,303"
Pembroke,L0071,2019,Southern Ontario Library Service,Public or Union Library,237 Victoria Street ,237 Victoria Street ,Pembroke,Ontario,K8A4K5,www.pembrokelibrary.ca,"2,344","53,202","4,552",0,"57,754","89,866","6,803",39,"96,708"
Penetanguishene,L0263,2019,Southern Ontario Library Service,Public or Union Library,24 Simcoe Street ,24 Simcoe Street ,Penetanguishene,Ontario,L9M1R6,www.penetanguishene.library.on.ca,"4,038","25,185","4,178",0,"29,363","79,403",613,39,"80,055"
Perry Twp,L0202,2019,Ontario Library Service - North,Public or Union Library,25 Joseph P.O. Box 39 ,25 Joseph St ,Emsdale,Ontario,P0A1J0,http:\\perry.olsn.ca,562,"12,080",34,0,"12,114","79,571",613,39,"80,223"
Perth and District Union,L0264,2019,Southern Ontario Library Service,Public or Union Library,30 Herriott Street ,,Perth,Ontario,K7H1T2,www.perthunionlibrary.ca,"6,784","37,328","1,158",0,"38,486","79,583",613,39,"80,235"
Perth East,L0265,2019,Southern Ontario Library Service,Public or Union Library,19 Mill Street East 190 ,19 Mill Street East ,Milverton,Ontario,N0K1M0,www.pertheast.library.on.ca,"1,272","18,932",14,0,"18,946","37,243",194,252,"37,689"
Perth South Twp,L0266,2019,Southern Ontario Library Service,Contracting Municipality,3191 Road 122 ,,St. Pauls,Ontario,N0K1V0,www.perthsouth.ca,0,0,0,0,0,0,0,0,0
Petawawa,L0267,2019,Southern Ontario Library Service,Public or Union Library,16 Civic Centre Road ,16 Civic Centre Road ,Petawawa,Ontario,K8H3H5,www.petawawapubliclibrary.ca,"3,299","43,125","3,845",0,"46,970","79,502",613,39,"80,154"
Peterborough,L0268,2019,Southern Ontario Library Service,Public or Union Library,345 Aylmer Street North ,345 Aylmer Street North ,Peterborough,Ontario,K9H3V7,www.ptbolibrary.ca,"13,375","103,866","2,412",46,"106,324","93,637",613,39,"94,289"
Phelps,L0261,2019,Ontario Library Service - North,LSB Library,41 Old Mill Road ,9311 Highway 63 ,Redbridge,Ontario,P0H2A0,http://phelpstownship.ca/Library/Phelps%20Public%20Library%20Redbridge.htm,127,"10,214",0,30,"10,244",0,0,0,0
Pickering,L0340,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 368 ,One The Esplanade ,Pickering,Ontario,L1V6K7,www.picnet.org,"40,501","100,499","6,044","1,569","108,112","105,804",613,39,"106,456"
Port Colborne,L0024,2019,Southern Ontario Library Service,Public or Union Library,310 King Street ,,Port Colborne,Ontario,L3K4H1,www.portcolbornelibrary.org,"6,248","36,433",248,0,"36,681","80,192",613,39,"80,844"
Port Hope,L0499,2019,Southern Ontario Library Service,Public or Union Library,31 Queen Street ,31 Queen Street ,Port Hope,Ontario,L1A2Y8,www.porthopepubliclibrary.ca,"11,120","35,398",230,0,"35,628","79,423",613,39,"80,075"
Powassan & District Union Public Library,L0273,2019,Ontario Library Service - North,Public or Union Library,324 Clark Street P.O. Box 160 ,324 Clark Street ,Powassan,Ontario,P0H1Z0,www.powassanlibrary.com,"2,169","11,423",427,0,"11,850","79,423",613,39,"80,075"
Prescott,L0274,2019,Southern Ontario Library Service,Public or Union Library,360 Dibble Street West P.O. Box 430 ,360 Dibble Street West ,Prescott,Ontario,K0E1T0,http://www.prescott.ca/library,"1,528","25,600",277,0,"25,877","79,423",613,39,"80,075"
Prince Edward County,L0276,2019,Southern Ontario Library Service,Public or Union Library,208 Main Street ,,Picton,Ontario,K0K2T0,www.peclibrary.org,"8,466","27,636",164,0,"27,800","79,423",613,39,"80,075"
Prince Twp Public Library,L0275,2019,Ontario Library Service - North,Public or Union Library,3042 Second Line West RR6 ,3042 Second Line West RR6 ,Prince Township,Ontario,P6A6K4,www.olsn.ca/princetownship,249,"5,462",97,0,"5,559","79,423",613,39,"80,075"
Quinte West,L0285,2019,Southern Ontario Library Service,Public or Union Library,7 Creswell Drive ,7 Creswell Drive ,Trenton,Ontario,K8V6X5,www.library.quintewest.ca,"8,761","91,683","2,961",0,"94,644","79,513",613,39,"80,165"
Rainy River,L0131,2019,Ontario Library Service - North,Public or Union Library,Box 308 ,334 4th Street ,Rainy River,Ontario,P0W1L0,www.rainyriverlibrary.com,672,"13,687",53,46,"13,786","145,517",613,39,"146,169"
Rainy River FN,L0446,2019,Ontario Library Service - North,First Nations Library,Box 450 ,,Emo,Ontario,P0W1E0,,80,27,0,0,27,0,0,0,0
Ramara Twp,L0287,2019,Southern Ontario Library Service,Public or Union Library,5482 Highway 12 South P.O. Box 158 ,5482 Highway #12 South ,Ramara,Ontario,L3V0S2,www.ramarapubliclibrary.org,"2,078","17,380",0,0,"17,380","92,678",759,414,"93,851"
Red Lake,L0290,2019,Ontario Library Service - North,Public or Union Library,12 Fifth St. P.O. Box 280 ,12 Fifth Street ,Balmertown,Ontario,P0V1C0,http://www.olsn.ca/redlake,929,"24,713",329,0,"25,042","79,423",613,39,"80,075"
Red Rock Twp,L0291,2019,Ontario Library Service - North,Public or Union Library,42 Salls Street P.O. Box 285 ,42 Salls Street ,Red Rock,Ontario,P0T2P0,www.olsn.ca/redrock,523,"13,433",99,0,"13,532","79,543",613,39,"80,195"
Renfrew,L0292,2019,Southern Ontario Library Service,Public or Union Library,13 Railway Avenue ,13 Railway Avenue ,Renfrew,Ontario,K7V3A9,http://www.renfrew.ca/library-welcome.cfm,"3,621","22,106",251,0,"22,357","79,423",613,39,"80,075"
Restoule LSB,L0293,2019,Ontario Library Service - North,Contracting LSB,General Delivery ,General Delivery ,Restoule,Ontario,P0H2R0,no current website,0,0,0,0,0,0,0,0,0
Richmond Hill,L0294,2019,Southern Ontario Library Service,Public or Union Library,1 Atkinson Street ,1 Atkinson Street ,Richmond Hill,Ontario,L4C0H5,www.rhpl.ca,"59,093","160,565","8,139","27,766","196,470","37,539","6,190",0,"43,729"
Rideau Lakes Public Library,L0498,2019,Southern Ontario Library Service,Public or Union Library,24 Halladay Street Box 189 ,24 Halladay Street ,Elgin,Ontario,K0G1E0,www.rlpl.ca,"2,763","27,836",205,0,"28,041","79,423",613,0,"80,036"
Robinson  LSB,L0297,2019,Ontario Library Service - North,Contracting LSB,20563 Hwy 540 ,20563 Hwy 540 ,Silver Water,Ontario,P0P1Y0,LSB has no website,0,0,0,0,0,0,0,0,0
Rossport LSB,L0299,2019,Ontario Library Service - North,Contracting LSB,P.O. Box 62 ,,Rossport,Ontario,P0T2R0,,0,0,0,0,0,0,0,0,0
Russell,L0300,2019,Southern Ontario Library Service,Public or Union Library,1053 Concession 280 ,1053 Concession 280 ,Russell,Ontario,K4R1E1,www.russellbiblio.com,"7,884","20,321","22,188",0,"42,509","79,423","6,803",39,"86,265"
Sables-Spanish Rivers Twp,L0303,2019,Ontario Library Service - North,Public or Union Library,185 Grove P.O. Box 40 ,185 Grove Street ,Massey,Ontario,P0P1P0,Http://www.masseylibrary.com,"1,444","13,085",306,0,"13,391",0,0,0,0
Sachigo Lake FN,L1084,2019,Ontario Library Service - North,First Nations Library,General Delivery ,,Sachigo Lake,Ontario,P0V2P0,,75,"11,500",0,10,"11,510",0,0,0,0
Sagamok Anishnawbek FN,L0432,2019,Ontario Library Service - North,First Nations Library,Box 610 ,,Massey,Ontario,P0P1P0,,93,"3,570",0,0,"3,570",0,0,0,0
Saugeen FN,L0415,2019,Southern Ontario Library Service,First Nations Library,"GMB # 3, Site #3 ",812 French Bay Road ,Southampton,Ontario,N0H2L0,,196,"14,220",10,26,"14,256",0,0,0,0
Sault Ste. Marie,L0191,2019,Ontario Library Service - North,Public or Union Library,50 East Street ,50 East Street ,Sault Ste. Marie,Ontario,P6A3C3,www.ssmpl.ca,"18,757","88,038","3,533",595,"92,166","81,612",613,39,"82,264"
Schreiber Twp,L0301,2019,Ontario Library Service - North,Public or Union Library,314 Scotia Street P.O. Box 39 ,314 Scotia Street ,Schreiber,Ontario,P0T2S0,www.schreiberlibrary.ca,533,"10,777",150,0,"10,927","79,423",613,39,"80,075"
Scugog Memorial,L0304,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 1049 ,231 Water Street ,Port Perry,Ontario,L9L1A8,www.scugoglibrary.ca,"6,487","41,832",601,0,"42,433","82,191",619,41,"82,851"
Seguin Twp,L0321,2019,Ontario Library Service - North,Public or Union Library,15 Humphrey Street ,15 Humphrey Street ,Seguin,Ontario,P2A2W8,www.seguinpubliclibraries.ca,"2,726","32,100",0,0,"32,100","79,423",613,39,"80,075"
Seine River FN,L0416,2019,Ontario Library Service - North,First Nations Library,P.O. Box 129 ,Learning Centre Road ,Seine River FN,Ontario,P0W1H0,,23,"8,406",0,0,"8,406",0,0,0,0
Selwyn,L0309,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 500 ,836 Charles Street ,Bridgenorth,Ontario,K0L1H0,www.MyPublicLibrary.ca,"5,008","45,763",324,0,"46,087","80,159",613,39,"80,811"
Serpent River FN,L0417,2019,Ontario Library Service - North,First Nations Library,49 Village Road  P.O. Box 16 ,,Cutler,Ontario,P0P1B0,www.serpentriverfn.ca,15,"3,885",0,0,"3,885",0,0,0,0
Severn Township Library,L0258,2019,Southern Ontario Library Service,Public or Union Library,31 Coldwater Rd. Box 278 ,31 Coldwater Road ,Coldwater,Ontario,L0K1E0,http:// www.coldwater.library.on.ca/,852,"14,889",0,0,"14,889","92,678",759,414,"93,851"
Shelburne,L0075,2019,Southern Ontario Library Service,Public or Union Library,201 Owen Sound St. ,201 Owen Sound St. ,Shelburne,Ontario,L9V3L2,www.shelburnelibrary.ca,"4,407","33,356",401,36,"33,793","79,423",613,39,"80,075"
Sheshegwaning FN,L0419,2019,Ontario Library Service - North,First Nations Library,1125 Sheshegwaning Road ,1125 Sheshegwaning Road ,Sheshegwaning,Ontario,P0P1X0,www.olsn.ca/sheshegwaning/,50,"2,050",0,60,"2,110",0,0,0,0
Simcoe County Co-operative,L0307,2019,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",1110 HWY 26 ,1110 HWY 26 ,Midhurst,Ontario,L0L1X0,http://www.simcoe.ca/dpt/lib,696,"17,493",0,"2,490","19,983","13,256",146,375,"13,777"
Sioux Lookout,L0031,2019,Ontario Library Service - North,Public or Union Library,P.O. Box 1028 ,21 Fifth Avenue ,Sioux Lookout,Ontario,P8T1B3,http://www.slpl.on.ca,"1,709","22,300",324,0,"22,624","79,423",613,39,"80,075"
Sioux Narrows Nestor Falls Twp,L0308,2019,Ontario Library Service - North,Public or Union Library,P.O. Box 119 ,Hwy 71 ,Sioux Narrows,Ontario,P0X1N0,,557,"7,327",0,0,"7,327",168,0,0,168
Six Nations FN,L0420,2019,Southern Ontario Library Service,First Nations Library,P.O. Box 149 ,1679 Chiefswood Road ,Ohsweken,Ontario,N0A1M0,www.snpl.ca,"3,986","22,647",0,0,"22,647","79,423",613,39,"80,075"
Smiths Falls,L0209,2019,Southern Ontario Library Service,Public or Union Library,81 Beckwith Street North ,,Smiths Falls,Ontario,K7A2B9,www.smithsfallslibrary.ca,"4,095","38,841",725,0,"39,566","85,070",613,26,"85,709"
South Algonquin Twp,L0311,2019,Ontario Library Service - North,Public or Union Library,Post Street P.O. Box 208 ,Post Street P.O. Box 208 ,Whitney,Ontario,K0J2M0,www.olsn.ca/southalgonquin,250,"11,314",75,0,"11,389","79,423",613,39,"80,075"
South River-Machar Union,L0312,2019,Ontario Library Service - North,Public or Union Library,P.O. Box 190 ,63 Marie Street ,South River,Ontario,P0A1X0,http://www.olsn.ca/srmupl,600,"8,134",4,0,"8,138","79,423",613,36,"80,072"
Southgate Twp.,L0332,2019,Southern Ontario Library Service,Public or Union Library,Box 190 ,80 Proton St. N. ,Dundalk,Ontario,N0C1B0,www.southgate-library.com,"2,706","20,293",44,0,"20,337","79,447",613,39,"80,099"
Spanish Twp,L0381,2019,Ontario Library Service - North,Public or Union Library,8 Trunk Road P.O. Box 329 ,8 Trunk Road ,Spanish,Ontario,P0P2A0,www.town.spanish.on.ca/pages/library.asp,145,"5,804",194,0,"5,998","79,423",613,39,"80,075"
Springwater Twp,L0259,2019,Southern Ontario Library Service,Public or Union Library,12 Finlay Mill Rd. ,12 Finlay Mill Road ,Midhurst,Ontario,L9X0N7,http://www.springwater.library.on.ca,"7,601","34,335",494,6,"34,835","12,701",147,374,"13,222"
St. Catharines,L0025,2019,Southern Ontario Library Service,Public or Union Library,54 Church Street ,,St. Catharines,Ontario,L2R7K2,http://www.stcatharines.library.on.ca,"59,499","192,820","2,314",717,"195,851","11,864",0,0,"11,864"
St. Charles,L0313,2019,Ontario Library Service - North,Public or Union Library,P.O. Box 40 ,"22 St Anne St, Fabien Gauthier Business Ctr ",St. Charles,Ontario,P0M2W0,www.olsn.ca/stcharles,305,"7,117","2,753",0,"9,870",97,0,0,97
St. Joseph Twp,L0314,2019,Ontario Library Service - North,Public or Union Library,1240 Richards Street P.O. Box  9 ,1240 Richards Street ,Richards Landing,Ontario,P0R1J0,http://www.olsn.ca/stjoseph/,"1,478","9,122",32,8,"9,162","79,423",613,39,"80,075"
St. Marys Public Library,L0271,2019,Southern Ontario Library Service,Public or Union Library,15 Church St. N. P.O. Box 700 ,15 Church St. North ,St. Marys,Ontario,N4X1B4,www.stmarys.library.on.ca,"2,735","28,750",0,0,"28,750","37,243",194,252,"37,689"
St. Thomas,L0315,2019,Southern Ontario Library Service,Public or Union Library,153 Curtis Street ,,St. Thomas,Ontario,N5P3Z7,www.st-thomas.library.on.ca,"13,537","73,672","1,765",741,"76,178","88,156",656,45,"88,857"
Stirling-Rawdon,L0318,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 730 ,43 West Front St. ,Stirling,Ontario,K0K3E0,www.stirlinglibrary.com,"1,005","22,982",131,0,"23,113","79,423",613,39,"80,075"
"Stormont, Dundas & Glengarry County",L0319,2019,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",26 Pitt Street ,,Cornwall,Ontario,K6J3P2,www.sdglibrary.ca,"10,057","55,151","5,084",0,"60,235","9,912",153,0,"10,065"
Stratford,L0269,2019,Southern Ontario Library Service,Public or Union Library,19 St. Andrew Street ,19 St. Andrew Street ,Stratford,Ontario,N5A1A2,www.stratford.library.on.ca,"8,582","66,388","1,757",109,"68,254","47,602",194,252,"48,048"
Sundridge-Strong Union,L0284,2019,Ontario Library Service - North,Public or Union Library,110 Main Street P.O. Box 429 ,110 Main Street ,Sundridge,Ontario,P0A1Z0,http://sundridge.olsn.ca,589,"10,051",25,0,"10,076","143,430","3,006","1,460","147,896"
Tarbutt & Tarbutt Additional Twp,L0341,2019,Ontario Library Service - North,Contracting Municipality,27 Barr Road R.R. #1 ,27 Barr Road ,Desbarats,Ontario,P0R1E0,www.tarbutttownship.com,0,0,0,0,0,0,0,0,0
Tay Twp,L0342,2019,Southern Ontario Library Service,Public or Union Library,Albert Street P.O. Box 158 ,145 Albert Street ,Victoria Harbour,Ontario,L0K2A0,www.tay.library.on.ca,"2,177","29,827",55,0,"29,882","13,255",146,375,"13,776"
Tehkummah Twp,L0343,2019,Ontario Library Service - North,Public or Union Library,456 Hwy 542A ,456 Hwy 542A ,Tehkummah,Ontario,P0P2C0,tehklib@yahoo.ca,461,"14,000",0,0,"14,000",0,0,0,0
Temagami,L0021,2019,Ontario Library Service - North,Public or Union Library,"7 Lakeshore Drive, Welcome Centre P.O. Box 220 ","7 Lakeshore Drive, Welcome Centre ",Temagami,Ontario,P0H2H0,www.temagami.library.on.ca,271,"7,677",14,0,"7,691","79,423",613,39,"80,075"
Temagami FN,L0439,2019,Ontario Library Service - North,First Nations Library,General Delivery ,,Bear Island,Ontario,P0H1C0,www.temagamifirstnation.ca,127,"3,348",7,10,"3,365",0,0,0,0
Temiskaming Shores,L1037,2019,Ontario Library Service - North,Public or Union Library,P. O. Box 2090 ,545 Lakeshore Rd. ,Haileybury,Ontario,P0J1K0,www.temisklibrary.com,"2,111","24,841","6,397",0,"31,238","80,469","6,803",39,"87,311"
Terrace Bay Twp,L0344,2019,Ontario Library Service - North,Public or Union Library,13 Selkirk Avenue P.O. Box 369 ,13 Selkirk Avenue ,Terrace Bay,Ontario,P0T2W0,terracebay.library.on.ca,953,"13,500",462,0,"13,962","79,423",613,39,"80,075"
The Blue Mountains,L0065,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 580 ,173 Bruce Street South ,Thornbury,Ontario,N0H2P0,www.thebluemountainslibrary.ca,"3,201","25,522",314,0,"25,836","80,225",613,39,"80,877"
Thessalon,L0346,2019,Ontario Library Service - North,Public or Union Library,187 Main Street P.O. Box 549 ,187 Main Street ,Thessalon,Ontario,P0R1L0,www.thesslibcap.com,495,"13,425",20,0,"13,445","79,423",613,39,"80,075"
Thessalon FN,L0422,2019,Ontario Library Service - North,First Nations Library,40 Sugarbush Rd. R.R. #2  ,,Thessalon,Ontario,P0R1L0,,160,"1,868",0,0,"1,868",0,0,0,0
"Thornloe, Village of",L0347,2019,Ontario Library Service - North,Contracting Municipality,P.O. Box 546 ,35 Tenth Street ,Earlton,Ontario,P0J1E0,www.armstrongtownship.com,0,0,0,0,0,0,0,0,0
Thorold,L0348,2019,Southern Ontario Library Service,Public or Union Library,14 Ormond Street North ,,Thorold,Ontario,L2V1Y8,www.thoroldpubliclibrary.ca,"10,464","77,652",416,439,"78,507","89,741",613,39,"90,393"
Thunder Bay,L0349,2019,Ontario Library Service - North,Public or Union Library,285 Red River Road ,285 Red River Road ,Thunder Bay,Ontario,P7B1A9,www.tbpl.ca,"25,744","159,025","3,667","2,415","165,107","79,558",613,"2,640","82,811"
Timmins,L0351,2019,Ontario Library Service - North,Public or Union Library,320 Second Avenue ,,Timmins,Ontario,P4N8A4,http://tpl.timmins.ca,"13,497","92,503","28,549",0,"121,052","81,974","6,803",39,"88,816"
Tiny Twp,L0352,2019,Southern Ontario Library Service,Contracting Municipality,130 Balm Beach Rd w ,130 Balm Beach Road West ,Perkinsfield,Ontario,L0L2J0,www.tiny.ca,0,0,0,0,0,0,0,0,0
Toronto,L0353,2019,Toronto,Public or Union Library,789 Yonge Street ,,Toronto,Ontario,M4W2G8,www.torontopubliclibrary.ca,"929,387","3,713,666","59,145","191,022","3,963,833","239,166","4,169","6,584","249,919"
Trent Hills,L0500,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 509 ,98 Bridge St. E. ,Campbellford,Ontario,K0L1L0,trenthillslibrary@trenthills.ca,"6,931","44,525",32,0,"44,557","79,423",613,39,"80,075"
Trent Lakes,L0159,2019,Southern Ontario Library Service,Public or Union Library,5 George Street P.O. Box 10 ,5 George Street ,Buckhorn,Ontario,K0L1J0,www.trentlakeslibrary.ca,"3,015","15,326",89,27,"15,442","79,429",613,39,"80,081"
Tudor & Cashel Twp,L0450,2019,Southern Ontario Library Service,Public or Union Library,Box 430  R R 2 ,371 Weslemkoon Lake Road ,Gilmour,Ontario,K0L1W0,www.tudorandcashellibrary@yahoo.ca,194,"6,334",124,0,"6,458",0,0,0,0
Tweed,L0355,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 628 ,230 Metcalf Street ,Tweed,Ontario,K0K3J0,www.tweedlibrary.ca,"1,597","17,479",0,0,"17,479","79,423",613,39,"80,075"
Tyendinaga Twp,L0339,2019,Southern Ontario Library Service,Public or Union Library,852 Melrose Road ,,Shannonville,Ontario,K0K3A0,www.ttpl.ca,735,"24,690",193,4,"24,887","79,423",613,39,"80,075"
Uxbridge Twp,L0356,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 279 ,9 Toronto Street South ,Uxbridge,Ontario,L9P1P7,http://www.uxlib.com,"8,258","52,693",694,0,"53,387","79,423",613,39,"80,075"
Val Rita-Harty Twp,L0357,2019,Ontario Library Service - North,Public or Union Library,106 Government Road C.P. 69 ,106 Government Rd ,Val Rita,Ontario,P0L2G0,http://valrita.olsn.ca,171,"3,216","6,810",0,"10,026",0,"5,828",0,"5,828"
