Library Full Name,Library Number,Year,Ontario Library Service Region,Service Type,Mailing Address,Street Address,City/Town,Province,Postal Code,Web Site Address,No. Cardholders,English Print Titles Held,French Print Titles Held,Other Print Titles Held,Total Print Titles Held,English E-book and E-audio Titles,French E-book and E-audio Titles,Other E-book and E-audio Titles,Total E-book and E-audio Titles
Trent Hills,L0500,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 509 ,98 Bridge St. E. ,Campbellford,Ontario,K0L1L0,trenthillslibrary@trenthills.ca,"6,482","42,495",45,0,"42,540","82,191",619,41,"82,851"
Trent Lakes,L0159,2018,Southern Ontario Library Service,Public or Union Library,5 George Street P.O. Box 10 ,5 George Street ,Buckhorn,Ontario,K0L1J0,www.trentlakeslibrary.ca,"2,996","15,965",86,25,"16,076","82,191",619,41,"82,851"
Tudor & Cashel Twp,L0450,2018,Southern Ontario Library Service,Public or Union Library,Box 430  R R 2 ,371 Weslemkoon Lake Road ,Gilmour,Ontario,K0L1W0,www.tudorandcashellibrary@yahoo.ca,189,"6,334",124,0,"6,458",0,0,0,0
Tweed,L0355,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 628 ,230 Metcalf Street ,Tweed,Ontario,K0K3J0,www.tweedlibrary.ca,"1,333","25,420",3,0,"25,423","82,191",619,41,"82,851"
Tyendinaga Twp,L0339,2018,Southern Ontario Library Service,Public or Union Library,852 Melrose Road ,,Shannonville,Ontario,K0K3A0,www.ttpl.ca,750,"25,927",188,4,"26,119","82,191",619,41,"82,851"
Uxbridge Twp,L0356,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 279 ,9 Toronto Street South ,Uxbridge,Ontario,L9P1P7,http://www.uxlib.com,"12,767","54,922","1,308",0,"56,230","82,191",619,41,"82,851"
Val Rita-Harty Twp,L0357,2018,Ontario Library Service - North,Public or Union Library,106 Government Road C.P. 69 ,106 Government Rd ,Val Rita,Ontario,P0L2G0,http://valrita.olsn.ca,203,"3,196","6,686",0,"9,882",0,"5,828",0,"5,828"
Vaughan,L0359,2018,Southern Ontario Library Service,Public or Union Library,2191 Major Mackenzie Drive ,2191 Major Mackenzie Drive ,Vaughan,Ontario,L6A4W2,www.vaughanpl.info,"76,371","174,024","13,527","29,718","217,269","45,696",0,71,"45,767"
Wabauskang FN,L1101,2018,Ontario Library Service - North,First Nations Library,P.O. Box 339 ,P0 Box 339 ,ear falls,Ontario,P0V1T0,www to be added,25,"1,004",0,0,"1,004",0,0,0,0
Wahta Mohawk FN,L0453,2018,Southern Ontario Library Service,First Nations Library,Box 260 ,2664 Muskoka Road 38 ,Bala,Ontario,P0C1A0,,35,"7,200",0,0,"7,200","82,191",619,41,"82,851"
Wainfleet Twp,L0362,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 118 ,31909 Park Street ,Wainfleet,Ontario,L0S1V0,www.wainfleetlibrary.ca,"2,835","23,860",71,117,"24,048","82,191","6,190",41,"88,422"
Wasaga Beach,L0364,2018,Southern Ontario Library Service,Public or Union Library,120 Glenwood Drive ,120 Glenwood Drive ,Wasaga Beach,Ontario,L9Z2K5,http://www.wasagabeach.library.on.ca,"6,057","20,075",3,0,"20,078","12,701",147,374,"13,222"
Wasauksing FN,L0423,2018,Ontario Library Service - North,First Nations Library,: P.O. Box 250 ,1508 Lane G Geewadin Rd ,Parry Sound,Ontario,P2A2X4,librarian@wasauksing.ca,346,"9,994",0,129,"10,123","82,191",619,41,"82,851"
Waterloo City,L0365,2018,Southern Ontario Library Service,Public or Union Library,35 Albert Street ,,Waterloo,Ontario,N2L5E2,www.wpl.ca,"61,361","223,325","7,545","5,280","236,150","36,081",209,320,"36,610"
Waterloo Region,L0270,2018,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",150 Frederick Street 2nd Floor ,2017 Nafziger Road ,Baden,Ontario,N3A3H4,www.rwlibrary.ca,"15,731","92,525",771,121,"93,417","75,327",445,702,"76,474"
Wawa,L0178,2018,Ontario Library Service - North,Public or Union Library,40 Broadway Avenue P.O. Box 1730 ,40 Broadway Ave ,Wawa,Ontario,P0S1K0,www.mtpl.on.ca,566,"14,192",869,0,"15,061","83,191",619,41,"83,851"
Welland,L0366,2018,Southern Ontario Library Service,Public or Union Library,50 The Boardwalk ,50 The Boardwalk ,Welland,Ontario,L3B6J1,http://www.wellandlibrary.ca,"12,456","87,479","11,903",421,"99,803","82,715","6,447",41,"89,203"
Wellington County,L0367,2018,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",190 St Andrew St. W ,190 St Andrew St. W ,Fergus,Ontario,N1M1N5,http://www.wellington.ca/Library,"27,381","112,635","1,192",412,"114,239","83,151",678,99,"83,928"
West Grey Twp,L0336,2018,Southern Ontario Library Service,Public or Union Library,240 Garafraxa St. N. ,,Durham,Ontario,N0G1R0,www.westgreylibrary.com,"2,441","23,250",400,0,"23,650","82,191",619,41,"82,851"
West Lincoln Twp,L0370,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 28 ,177 West Street ,Smithville,Ontario,L0R2A0,http://www.westlincolnlibrary.ca,"1,974","34,819",55,0,"34,874","82,191",619,41,"82,851"
West Nipissing,L0371,2018,Ontario Library Service - North,Public or Union Library,225 Holditch St Suite 107 ,225 Holditch St Suite 107 ,Sturgeon Falls,Ontario,P2B1T1,www.wnpl.ca,"3,923","23,202","14,594",0,"37,796","87,680","6,512",41,"94,233"
West Perth,L0372,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 100 ,105 St. Andrew St. ,Mitchell,Ontario,N0K1N0,http://www.westperth.library.on.ca,"1,674","15,842",143,0,"15,985","65,433",388,513,"66,334"
Westport,L0374,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 28 ,3 Spring St ,Westport,Ontario,K0G1X0,http://village.westport.on.ca/about-westport/westport-public-library,297,"14,978",6,0,"14,984","82,191",619,41,"82,851"
Whitby,L0027,2018,Southern Ontario Library Service,Public or Union Library,405 Dundas Street West ,405 Dundas Street West ,Whitby,Ontario,L1N6A1,www.whitbylibrary.ca,"48,724","141,269","6,512","4,326","152,107","13,137",0,0,"13,137"
Whitchurch-Stouffville,L0148,2018,Southern Ontario Library Service,Public or Union Library,2 Park Drive ,2 Park Drive ,Stouffville,Ontario,L4A4K1,www.wsplibrary.ca.,"32,774","75,104","3,907","4,812","83,823","102,165","2,350","1,506","106,021"
White River Twp,L0375,2018,Ontario Library Service - North,Public or Union Library,P.O. Box 458 ,123 Superior Street ,White River,Ontario,P0M3G0,www.whiteriverlibrary.com,237,"13,142",395,0,"13,537","82,237",620,41,"82,898"
Whitefish River FN,L0425,2018,Ontario Library Service - North,First Nations Library,52 Bay of Islands Road ,52 Bay of Islands Road ,Birch Island,Ontario,P0P1A0,www.whitefishriver.ca,50,"2,000",0,0,"2,000",0,0,0,0
Whitestone-Hagerman Memorial,L0377,2018,Ontario Library Service - North,Public or Union Library,General Delivery ,2206  Highway 124 ,Dunchurch,Ontario,P0A1G0,www.olsn.ca/whitestonelibrary,"1,350","12,814",40,0,"12,854","82,191",619,41,"82,851"
Whitewater Region,L0482,2018,Southern Ontario Library Service,Public or Union Library,20 Cameron Street P.O. Box 159 ,20 Cameron Street 159 ,Beachburg,Ontario,K0J1C0,http://libraries.whitewaterregion.ca/,"1,558","26,948",212,0,"27,160","82,191",619,41,"82,851"
Wikwemikong FN,L0426,2018,Ontario Library Service - North,First Nations Library,34-A Henry Street ,34 Henry Street ,Wikwemikong,Ontario,P0P2J0,wikwemikong.olsn.ca,862,"7,560",0,0,"7,560",27,0,0,27
Windsor,L0378,2018,Southern Ontario Library Service,Public or Union Library,850 Ouellette Avenue ,,Windsor,Ontario,N9A4M9,www.windsorpubliclibrary.com,"60,887","147,893","6,055","9,105","163,053","29,761",10,715,"30,486"
Wollaston,L0380,2018,Southern Ontario Library Service,Public or Union Library,Hwy 620 P.O. Box 280 ,2149 Hwy 620 ,Coe Hill,Ontario,K0L1P0,www.wollastonpubliclibrary.ca,163,"4,800",0,0,"4,800","82,191",619,41,"82,851"
Woodstock,L0379,2018,Southern Ontario Library Service,Public or Union Library,445 Hunter Street ,,Woodstock,Ontario,N4S4G7,www.woodstock.library.on.ca,"12,818","77,292",639,13,"77,944","83,259",619,41,"83,919"
